"ID","AGE","AGECAT","CPLDIFED","DEGREE","EDUC","EMAILHRS","FINRELA","HAPMAR","HAPPY","HRS1","HUSBEDUC","HUSBFT","HUSBHR","INCOMDOL","INCOME","LIFE","MAEDUC","MARITAL","NDEGREE","NETCAT","NETHRS","PAEDUC","PARTYID","POSTLIFE","PRES96","PRTDIFED","RICHWORK","RINCDOL","RINCOME","SATJOB","SEX","SIBS","SPDEG","SPEDUC","SPHRS1","SPWRKSTA","SRCHENG2","TVHOURS","USECOMP","USEMAIL","USENET","USEWEB","VOTE96","WEBHRS","WIFEDUC","WIFEFT","WIFEHR","WRKSTAT","ZODIAC"
"669",1246,31,"30-39",2,"High school",14,2,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",55,16,"Yes",50,55000,19,NA,NA,"MARRIED","high school","1+ to  4 hours",2.75,12,"NOT STR DEMOCRAT","YES",NA,NA,NA,23750,14,"VERY SATISFIED","Female",3,"BACHELOR",16,50,"WORKING FULLTIME",NA,2,"Yes","Yes","Yes","Yes","DID NOT VOTE",0.75,14,"Yes",55,"WORKING FULLTIME","AQUARIUS"
"670",1248,49,"40-49",NA,"Graduate",18,20,"ABOVE AVERAGE",NA,"PRETTY HAPPY",55,NA,NA,NA,82500,21,"ROUTINE",12,"DIVORCED","junior college or more","More than 10",30,NA,"NOT STR REPUBLICAN",NA,"DOLE",NA,"CONTINUE WORKING",37500,17,"VERY DISSATISFIED","Male",4,NA,NA,NA,NA,"MSN",NA,"Yes","Yes","Yes","Yes","VOTED",10,NA,NA,NA,"WORKING FULLTIME","TAURUS"
"671",1250,60,"60-89",-4,"Less than HS",8,21,"ABOVE AVERAGE","NOT TOO HAPPY","PRETTY HAPPY",60,8,"Yes",60,45000,18,"ROUTINE",8,"MARRIED","Lt than high school",NA,NA,4,"STRONG REPUBLICAN","NO","CLINTON",-4,"CONTINUE WORKING",45000,18,"VERY SATISFIED","Male",3,"HIGH SCHOOL",12,NA,"KEEPING HOUSE",NA,1,"Yes","Yes","Yes","No","VOTED",-2,12,"No",NA,"WORKING FULLTIME","CANCER"
"672",1251,30,"30-39",-2,"High school",12,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",46,12,"Yes",46,23750,14,"EXCITING",NA,"MARRIED","high school","Not Internet user",NA,12,"OTHER PARTY",NA,NA,NA,"CONTINUE WORKING",21250,13,"MOD. SATISFIED","Male",4,"GRADUATE",14,NA,"KEEPING HOUSE",NA,NA,"No","No","No","No","DID NOT VOTE",-1,14,"No",NA,"WORKING FULLTIME","VIRGO"
"673",1253,51,"50-59",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",46,NA,NA,NA,NA,NA,NA,12,"DIVORCED","high school","Not Internet user",NA,11,"INDEPENDENT","YES",NA,-1,NA,21250,13,"MOD. SATISFIED","Female",5,NA,NA,NA,NA,NA,2,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"674",1255,27,"18-29",NA,"High school",14,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,NA,24,"EXCITING",16,"NEVER MARRIED","high school","Not Internet user",NA,NA,"IND,NEAR REP",NA,NA,NA,"CONTINUE WORKING",NA,NA,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,NA,NA,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"675",1256,31,"30-39",-6,"Bachelor",16,1.5,"AVERAGE","VERY HAPPY","VERY HAPPY",40,10,"Yes",65,55000,19,"ROUTINE",16,"MARRIED","junior college or more","4+ to 10 hours",5.5,16,"STRONG DEMOCRAT","NO","DIDNT VOTE",0,"STOP WORKING",32500,16,"MOD. SATISFIED","Female",2,"LT HIGH SCHOOL",10,65,"WORKING FULLTIME",NA,1,"Yes","Yes","Yes","Yes","VOTED",4,16,"Yes",40,"WORKING FULLTIME","SAGITTARIUS"
"676",1257,46,"40-49",NA,"Less than HS",NA,NA,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",60,NA,"No",35,NA,24,NA,12,"MARRIED","Lt than high school",NA,NA,10,"INDEPENDENT",NA,NA,-2,NA,NA,24,"MOD. SATISFIED","Female",2,"LT HIGH SCHOOL",NA,35,"WORKING PARTTIME",NA,2,NA,NA,NA,NA,NA,-1,NA,"Yes",60,"WORKING FULLTIME",NA
"677",1259,25,"18-29",NA,"Less than HS",12,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",70,NA,NA,NA,45000,18,"ROUTINE",12,"NEVER MARRIED","Lt than high school","Not Internet user",NA,9,"INDEPENDENT","NO",NA,-3,"STOP WORKING",45000,18,"MOD. SATISFIED","Female",7,NA,NA,NA,NA,NA,2,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"678",1261,34,"30-39",6,"Less than HS",6,8,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",50,12,"Yes",40,55000,19,"ROUTINE",12,"MARRIED","Lt than high school","More than 10",28,NA,"STRONG DEMOCRAT","NO","CLINTON",NA,"STOP WORKING",55000,19,"MOD. SATISFIED","Female",0,"HIGH SCHOOL",12,40,"WORKING FULLTIME","YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",20,6,"Yes",50,"WORKING FULLTIME","CANCER"
"679",1271,42,"40-49",0,"High school",13,3,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",50,13,"Yes",50,110000,23,NA,12,"MARRIED","high school","1+ to  4 hours",4,16,"NOT STR REPUBLICAN","NO","DOLE",4,NA,110000,23,"VERY SATISFIED","Male",1,"HIGH SCHOOL",13,40,"WORKING FULLTIME",NA,3,"Yes","Yes","Yes","Yes","VOTED",1,13,"Yes",40,"WORKING FULLTIME","TAURUS"
"680",1272,41,"40-49",2,"High school",14,NA,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,14,"Yes",40,NA,24,NA,16,"MARRIED","high school","Not Internet user",NA,6,"INDEPENDENT","NO",NA,-10,NA,NA,24,"VERY SATISFIED","Male",3,"HIGH SCHOOL",12,25,"WORKING PARTTIME",NA,1,"No","No","No","No","INELIGIBLE",-1,12,"No",25,"WORKING FULLTIME","SAGITTARIUS"
"681",1273,55,"50-59",-4,"Graduate",20,60,"FAR ABOVE AVERAGE",NA,NA,60,16,"Yes",45,110000,23,NA,16,"MARRIED","junior college or more","More than 10",100,14,"INDEPENDENT",NA,"CLINTON",-2,NA,110000,23,"VERY SATISFIED","Female",5,"BACHELOR",16,45,"WORKING FULLTIME","ALTAVISTA",3,"Yes","Yes","Yes","Yes","VOTED",40,20,"Yes",60,"WORKING FULLTIME","TAURUS"
"682",1274,41,"40-49",NA,"High school",13,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,110000,23,"ROUTINE",14,"DIVORCED","high school",NA,NA,16,"NOT STR DEMOCRAT","NO",NA,2,"STOP WORKING",45000,18,"A LITTLE DISSAT","Male",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"683",1275,42,"40-49",4,"Bachelor",16,2,"FAR ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",45,16,"Yes",45,110000,23,"ROUTINE",16,"MARRIED","junior college or more","1+ to  4 hours",4,16,"IND,NEAR REP","NO","CLINTON",0,"CONTINUE WORKING",100000,22,"MOD. SATISFIED","Male",2,"HIGH SCHOOL",12,45,"WORKING FULLTIME","LYCOS",2,"Yes","Yes","Yes","Yes","VOTED",2,12,"Yes",45,"WORKING FULLTIME","ARIES"
"684",1276,19,"18-29",NA,"High school",12,1.5,"FAR BELOW AVERAGE",NA,"PRETTY HAPPY",65,NA,NA,NA,NA,NA,NA,15,"NEVER MARRIED","high school","1+ to  4 hours",1.83333333333333,16,"INDEPENDENT","YES",NA,1,NA,2000,2,"VERY SATISFIED","Female",2,NA,NA,NA,NA,NA,0,"Yes","Yes","Yes","Yes","INELIGIBLE",0.333333333333333,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"685",1278,49,"40-49",0,"Bachelor",20,8,"FAR ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",45,20,"Yes",50,110000,23,"EXCITING",12,"MARRIED","junior college or more","4+ to 10 hours",10,12,"NOT STR DEMOCRAT",NA,"CLINTON",0,"STOP WORKING",82500,21,"MOD. SATISFIED","Female",3,"GRADUATE",20,50,"WORKING FULLTIME","YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",2,20,"Yes",45,"WORKING FULLTIME","CANCER"
"686",1284,26,"18-29",-3,"High school",15,NA,"BELOW AVERAGE","VERY HAPPY","VERY HAPPY",38,12,"Yes",48,32500,16,"ROUTINE",14,"MARRIED","high school",NA,NA,12,"IND,NEAR DEM","YES",NA,-2,"CONTINUE WORKING",18750,12,"VERY SATISFIED","Female",1,"HIGH SCHOOL",12,48,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"DID NOT VOTE",-1,15,"Yes",38,"WORKING FULLTIME","PISCES"
"687",1287,59,"50-59",NA,"High school",14,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,32500,16,NA,12,"NEVER MARRIED","high school","Not Internet user",NA,8,"IND,NEAR DEM","YES",NA,-4,NA,NA,NA,"MOD. SATISFIED","Male",0,NA,NA,NA,NA,NA,20,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","TAURUS"
"688",1288,38,"30-39",-3,"High school",17,0.5,"AVERAGE","PRETTY HAPPY","NOT TOO HAPPY",60,14,"Yes",40,100000,22,"ROUTINE",12,"MARRIED","high school","1+ to  4 hours",1.5,12,"IND,NEAR DEM","YES",NA,0,"STOP WORKING",55000,19,"MOD. SATISFIED","Female",4,"HIGH SCHOOL",14,40,"WORKING FULLTIME",NA,1,"Yes","Yes","Yes","Yes","DID NOT VOTE",1,17,"Yes",60,"WORKING FULLTIME","GEMINI"
"689",1289,44,"40-49",1,"Bachelor",16,10,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",60,16,"Yes",60,110000,23,"EXCITING",12,"MARRIED","junior college or more","More than 10",14,12,"NOT STR DEMOCRAT","YES","CLINTON",0,"STOP WORKING",100000,22,"MOD. SATISFIED","Male",2,"JUNIOR COLLEGE",15,NA,"SCHOOL","YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",4,15,"No",NA,"WORKING FULLTIME","CAPRICORN"
"690",1290,66,"60-89",0,"High school",16,0.25,"ABOVE AVERAGE","VERY HAPPY","PRETTY HAPPY",35,16,"No",NA,NA,24,NA,8,"MARRIED","high school","1+ to  4 hours",3.25,14,"INDEPENDENT","YES","DOLE",6,NA,NA,24,"VERY SATISFIED","Female",4,"BACHELOR",16,NA,"RETIRED",NA,3,"Yes","Yes","Yes","Yes","VOTED",3,16,"Yes",35,"WORKING FULLTIME","SAGITTARIUS"
"691",1293,49,"40-49",NA,"High school",9,3.5,"BELOW AVERAGE",NA,"PRETTY HAPPY",67,NA,NA,NA,21250,13,"ROUTINE",NA,"DIVORCED","high school","4+ to 10 hours",6.5,NA,"NOT STR DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",21250,13,"VERY SATISFIED","Female",6,NA,NA,NA,NA,"YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",3,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"692",1296,33,"30-39",NA,"High school",14,NA,"BELOW AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,18750,12,"EXCITING",14,"NEVER MARRIED","high school",NA,NA,NA,"INDEPENDENT","YES",NA,NA,"STOP WORKING",18750,12,"MOD. SATISFIED","Female",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"693",1298,56,"50-59",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,23750,14,"ROUTINE",12,"DIVORCED","high school","Not Internet user",NA,11,"STRONG REPUBLICAN","YES","DOLE",-1,"STOP WORKING",2000,2,"VERY SATISFIED","Female",2,NA,NA,NA,NA,NA,2,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"694",1301,29,"18-29",NA,"Junior college",14,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,37500,17,"EXCITING",16,"DIVORCED","junior college or more",NA,NA,14,"IND,NEAR REP","YES",NA,-2,"CONTINUE WORKING",21250,13,"MOD. SATISFIED","Female",1,NA,NA,NA,NA,NA,1,"Yes",NA,NA,NA,"DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LEO"
"695",1303,19,"18-29",NA,"Less than HS",10,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,21250,13,NA,NA,"NEVER MARRIED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT","YES",NA,NA,NA,21250,13,"A LITTLE DISSAT","Male",5,NA,NA,NA,NA,NA,0,"No","No","No","No","INELIGIBLE",-1,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"696",1304,26,"18-29",NA,"High school",9,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",35,NA,NA,NA,2000,2,"ROUTINE",NA,"NEVER MARRIED","high school","Not Internet user",NA,NA,"NOT STR DEMOCRAT",NA,NA,NA,"CONTINUE WORKING",2000,2,"MOD. SATISFIED","Male",3,NA,NA,NA,NA,NA,NA,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"697",1305,35,"30-39",2,"High school",10,NA,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",32,12,"Yes",40,NA,NA,"ROUTINE",NA,"MARRIED","high school","Not Internet user",NA,NA,"INDEPENDENT",NA,NA,NA,"STOP WORKING",NA,NA,"VERY SATISFIED","Female",2,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,NA,"Yes","No","No","No","DID NOT VOTE",-1,10,"Yes",32,"WORKING FULLTIME","CAPRICORN"
"698",1306,47,"40-49",NA,"Less than HS",4,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,23750,14,NA,2,"DIVORCED","Lt than high school","Not Internet user",NA,2,"NOT STR DEMOCRAT","NO",NA,0,NA,21250,13,"MOD. SATISFIED","Female",14,NA,NA,NA,NA,NA,2,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"699",1307,28,"18-29",1,"Bachelor",16,NA,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",60,16,"Yes",60,37500,17,"EXCITING",6,"MARRIED","junior college or more",NA,NA,11,"INDEPENDENT","YES","CLINTON",5,NA,27500,15,"VERY SATISFIED","Male",3,"HIGH SCHOOL",15,NA,"SCHOOL",NA,NA,NA,NA,NA,NA,"VOTED",-1,15,"No",NA,"WORKING FULLTIME","SAGITTARIUS"
"700",1308,42,"40-49",NA,"High school",14,4,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,45000,18,"ROUTINE",12,"DIVORCED","high school","4+ to 10 hours",9.5,8,"NOT STR DEMOCRAT","YES","CLINTON",-4,"CONTINUE WORKING",37500,17,"MOD. SATISFIED","Female",4,NA,NA,NA,NA,"YAHOO",2,"Yes","Yes","Yes","Yes","VOTED",5.5,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"701",1310,54,"50-59",2,"High school",12,0,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,14,"Yes",60,NA,24,"EXCITING",12,"MARRIED","high school","4+ to 10 hours",5,12,"INDEPENDENT","YES","CLINTON",0,"STOP WORKING",NA,24,"MOD. SATISFIED","Female",2,"HIGH SCHOOL",14,60,"WORKING FULLTIME",NA,2,"Yes","No","Yes","Yes","VOTED",5,12,"Yes",40,"WORKING FULLTIME","SCORPIO"
"702",1311,26,"18-29",NA,"Junior college",15,1,"AVERAGE",NA,"NOT TOO HAPPY",78,NA,NA,NA,23750,14,NA,NA,"SEPARATED","junior college or more","4+ to 10 hours",5,NA,"INDEPENDENT","NO","DOLE",NA,NA,23750,14,"A LITTLE DISSAT","Female",4,NA,NA,NA,NA,NA,2,"Yes","Yes","Yes","Yes","VOTED",4,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"703",1313,29,"18-29",-1,"High school",13,NA,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",65,67500,20,"ROUTINE",15,"MARRIED","high school","Not Internet user",NA,12,"INDEPENDENT","NO","CLINTON",-3,"CONTINUE WORKING",32500,16,"MOD. SATISFIED","Female",4,"HIGH SCHOOL",12,65,"WORKING FULLTIME",NA,2,"No","No","No","No","VOTED",-1,13,"Yes",40,"WORKING FULLTIME","CAPRICORN"
"704",1314,29,"18-29",NA,"High school",12,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",37,NA,NA,NA,27500,15,NA,15,"NEVER MARRIED","high school","Not Internet user",NA,NA,"NOT STR DEMOCRAT",NA,NA,NA,NA,13750,10,"MOD. SATISFIED","Female",3,NA,NA,NA,NA,NA,3,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"705",1316,47,"40-49",0,"High school",12,NA,"BELOW AVERAGE","VERY HAPPY","PRETTY HAPPY",40,12,"Yes",40,55000,19,"ROUTINE",9,"MARRIED","high school","Not Internet user",NA,12,"IND,NEAR DEM","YES","CLINTON",3,"CONTINUE WORKING",27500,15,"VERY SATISFIED","Male",6,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,3,"No","No","No","No","VOTED",-1,12,"Yes",40,"WORKING FULLTIME","TAURUS"
"706",1318,58,"50-59",NA,"Less than HS",7,NA,"AVERAGE",NA,"NOT TOO HAPPY",40,NA,NA,NA,21250,13,NA,6,"NEVER MARRIED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT","NO",NA,NA,NA,21250,13,"MOD. SATISFIED","Female",14,NA,NA,NA,NA,NA,4,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"707",1319,38,"30-39",NA,"Bachelor",16,0,"AVERAGE",NA,"PRETTY HAPPY",74,NA,NA,NA,67500,20,"ROUTINE",12,"DIVORCED","junior college or more","1+ to  4 hours",2,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",55000,19,"MOD. SATISFIED","Female",6,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"708",1320,53,"50-59",NA,"High school",14,NA,"AVERAGE",NA,"NOT TOO HAPPY",40,NA,NA,NA,32500,16,"ROUTINE",NA,"DIVORCED","high school",NA,NA,9,"STRONG DEMOCRAT","YES",NA,NA,"STOP WORKING",32500,16,"VERY DISSATISFIED","Female",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INELIGIBLE",-1,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"709",1321,59,"50-59",1,"High school",14,NA,"AVERAGE","VERY HAPPY","PRETTY HAPPY",52,14,"Yes",52,45000,18,NA,12,"MARRIED","high school","Not Internet user",NA,12,"STRONG REPUBLICAN","NO","DOLE",0,NA,27500,15,"MOD. SATISFIED","Male",2,"HIGH SCHOOL",13,48,"WORKING FULLTIME",NA,2,"No","No","No","No","VOTED",-1,13,"Yes",48,"WORKING FULLTIME",NA
"710",1322,35,"30-39",-4,"High school",12,15,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",48,8,"No",NA,32500,16,NA,NA,"MARRIED","high school",NA,NA,NA,"NOT STR DEMOCRAT","YES",NA,NA,NA,23750,14,"A LITTLE DISSAT","Female",2,"LT HIGH SCHOOL",8,NA,"KEEPING HOUSE",NA,2,"Yes","Yes","Yes","No","DID NOT VOTE",-2,12,"Yes",48,"WORKING FULLTIME","VIRGO"
"711",1323,52,"50-59",NA,"High school",12,NA,"AVERAGE",NA,"NOT TOO HAPPY",43,NA,NA,NA,18750,12,"ROUTINE",9,"DIVORCED","high school","Not Internet user",NA,11,"INDEPENDENT","NO","CLINTON",2,"CONTINUE WORKING",18750,12,"MOD. SATISFIED","Female",5,NA,NA,NA,NA,NA,3,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"712",1327,53,"50-59",6,"Junior college",14,2,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",48,14,"Yes",48,55000,19,NA,NA,"MARRIED","junior college or more","1+ to  4 hours",4,NA,"INDEPENDENT",NA,NA,NA,NA,45000,18,"VERY SATISFIED","Male",5,"LT HIGH SCHOOL",8,12,"WORKING PARTTIME",NA,5,"Yes","Yes","Yes","Yes","DID NOT VOTE",2,8,"No",12,"WORKING FULLTIME","GEMINI"
"713",1328,28,"18-29",4,"High school",13,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",60,13,"Yes",60,45000,18,"EXCITING",14,"MARRIED","high school","Not Internet user",NA,12,"NOT STR REPUBLICAN",NA,NA,-2,"CONTINUE WORKING",32500,16,"VERY SATISFIED","Male",4,"HIGH SCHOOL",9,40,"WORKING FULLTIME",NA,NA,"Yes","No","No","No","DID NOT VOTE",-1,9,"Yes",40,"WORKING FULLTIME","CANCER"
"714",1329,44,"40-49",NA,"Junior college",16,10,"AVERAGE",NA,"PRETTY HAPPY",49,NA,NA,NA,45000,18,"ROUTINE",12,"NEVER MARRIED","junior college or more","More than 10",12,12,"NOT STR REPUBLICAN","YES","CLINTON",0,"CONTINUE WORKING",45000,18,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,"YAHOO",2,"Yes","Yes","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","LEO"
"715",1330,39,"30-39",NA,"High school",12,NA,"ABOVE AVERAGE",NA,"VERY HAPPY",57,NA,NA,NA,32500,16,NA,18,"NEVER MARRIED","high school","Not Internet user",NA,NA,"NOT STR DEMOCRAT","YES",NA,NA,NA,32500,16,"VERY SATISFIED","Male",2,NA,NA,NA,NA,NA,4,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"716",1332,46,"40-49",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",32,NA,NA,NA,32500,16,NA,14,"DIVORCED","high school",NA,NA,NA,"IND,NEAR DEM","YES","PEROT",NA,NA,32500,16,"VERY SATISFIED","Female",1,NA,NA,NA,NA,NA,4,"Yes",NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"717",1333,61,"60-89",NA,"Less than HS",11,NA,"AVERAGE",NA,"VERY HAPPY",60,NA,NA,NA,NA,24,"EXCITING",NA,"DIVORCED","Lt than high school","Not Internet user",NA,6,"STRONG DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",NA,24,"VERY SATISFIED","Male",5,NA,NA,NA,NA,NA,NA,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"718",1334,38,"30-39",NA,"High school",12,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,NA,NA,"ROUTINE",14,"DIVORCED","high school","Not Internet user",NA,18,"STRONG REPUBLICAN","NO","PEROT",4,"STOP WORKING",21250,13,"VERY DISSATISFIED","Female",3,NA,NA,NA,NA,NA,3,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","TAURUS"
"719",1335,24,"18-29",NA,"High school",12,NA,"BELOW AVERAGE",NA,"NOT TOO HAPPY",37,NA,NA,NA,13750,10,"ROUTINE",18,"NEVER MARRIED","high school",NA,NA,NA,"NOT STR DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",13750,10,"A LITTLE DISSAT","Male",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","CAPRICORN"
"720",1336,25,"18-29",NA,"Junior college",14,3,"AVERAGE",NA,"VERY HAPPY",50,NA,NA,NA,37500,17,NA,12,"NEVER MARRIED","junior college or more","1+ to  4 hours",4,12,"OTHER PARTY","YES","CLINTON",0,NA,13750,10,"VERY SATISFIED","Male",0,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","VOTED",1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"721",1337,29,"18-29",NA,"High school",13,NA,"ABOVE AVERAGE",NA,"NOT TOO HAPPY",40,NA,NA,NA,11250,9,"EXCITING",12,"NEVER MARRIED","high school","Not Internet user",NA,16,"IND,NEAR DEM","YES","PEROT",4,"CONTINUE WORKING",11250,9,"A LITTLE DISSAT","Female",1,NA,NA,NA,NA,NA,1,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","PISCES"
"722",1338,26,"18-29",-1,"High school",13,NA,"FAR ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",60,55000,19,NA,9,"MARRIED","high school",NA,NA,9,"IND,NEAR DEM","YES","CLINTON",0,NA,21250,13,"MOD. SATISFIED","Female",3,"LT HIGH SCHOOL",12,60,"WORKING FULLTIME",NA,2,"Yes",NA,NA,NA,"VOTED",-1,13,"Yes",40,"WORKING FULLTIME","VIRGO"
"723",1339,44,"40-49",NA,"High school",14,0.25,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,37500,17,NA,14,"NEVER MARRIED","high school","1+ to  4 hours",2.25,NA,"NOT STR DEMOCRAT","NO",NA,NA,NA,37500,17,"MOD. SATISFIED","Male",1,NA,NA,NA,NA,NA,0,"Yes","Yes","Yes","Yes","DID NOT VOTE",2,NA,NA,NA,"WORKING FULLTIME","ARIES"
"724",1340,24,"18-29",NA,"High school",15,20,NA,NA,"PRETTY HAPPY",50,NA,NA,NA,67500,20,NA,20,"NEVER MARRIED","high school","More than 10",25,15,"IND,NEAR REP","NO",NA,-5,NA,55000,19,"VERY SATISFIED","Male",4,NA,NA,NA,NA,"LYCOS",4,"Yes","Yes","Yes","Yes","DID NOT VOTE",5,NA,NA,NA,"WORKING FULLTIME","LEO"
"725",1341,34,"30-39",NA,"Bachelor",16,3,"BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,32500,16,"ROUTINE",16,"NEVER MARRIED","junior college or more","4+ to 10 hours",9,NA,"IND,NEAR DEM","YES","CLINTON",NA,"CONTINUE WORKING",32500,16,"VERY SATISFIED","Female",2,NA,NA,NA,NA,"YAHOO",3,"Yes","Yes","Yes","Yes","VOTED",6,NA,NA,NA,"WORKING FULLTIME","ARIES"
"726",1342,45,"40-49",NA,"Less than HS",8,NA,"BELOW AVERAGE",NA,"VERY HAPPY",35,NA,NA,NA,NA,24,"EXCITING",NA,"DIVORCED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT","YES",NA,NA,"STOP WORKING",16250,11,"VERY SATISFIED","Female",4,NA,NA,NA,NA,NA,NA,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","CANCER"
"727",1343,29,"18-29",-2,"Bachelor",16,40,"AVERAGE","VERY HAPPY","VERY HAPPY",40,14,"Yes",40,NA,24,"EXCITING",6,"MARRIED","junior college or more","More than 10",40,12,"STRONG DEMOCRAT",NA,"CLINTON",6,"CONTINUE WORKING",NA,24,"VERY SATISFIED","Female",2,"JUNIOR COLLEGE",14,40,"WORKING FULLTIME",NA,NA,"Yes","Yes","Yes","No","VOTED",0,16,"Yes",40,"WORKING FULLTIME","SAGITTARIUS"
